contig,chr,cM
IWGSC_CSS_2BL_scaff_8067518,2B,56.91
IWGSC_CSS_2BL_scaff_8068629,2B,56.91
IWGSC_CSS_2BL_scaff_8068633,2B,56.91
IWGSC_CSS_2BL_scaff_8068917,2B,56.91
IWGSC_CSS_2BL_scaff_8068943,2B,56.91
IWGSC_CSS_2BL_scaff_8069036,2B,56.91
IWGSC_CSS_2BL_scaff_8069047,2B,56.91
IWGSC_CSS_2BL_scaff_8069255,2B,56.91
IWGSC_CSS_2BL_scaff_8069530,2B,56.91
IWGSC_CSS_2BL_scaff_8069554,2B,56.91
IWGSC_CSS_2BL_scaff_8070461,2B,56.91
IWGSC_CSS_2BL_scaff_8070893,2B,56.91
IWGSC_CSS_2BL_scaff_8070965,2B,56.91
IWGSC_CSS_2BL_scaff_8071208,2B,56.91
IWGSC_CSS_2BL_scaff_8071370,2B,56.91
IWGSC_CSS_2BL_scaff_8071523,2B,56.91
IWGSC_CSS_2BL_scaff_8072467,2B,56.91
IWGSC_CSS_2BL_scaff_8072514,2B,56.91
IWGSC_CSS_2BL_scaff_8072640,2B,56.91
IWGSC_CSS_2BL_scaff_8072889,2B,56.91
IWGSC_CSS_2BL_scaff_8073216,2B,56.91
IWGSC_CSS_2BL_scaff_8073844,2B,56.91
IWGSC_CSS_2BL_scaff_8074171,2B,56.91
IWGSC_CSS_2BL_scaff_8074324,2B,56.91
IWGSC_CSS_2BL_scaff_8074744,2B,56.91
IWGSC_CSS_2BL_scaff_8075602,2B,56.91
IWGSC_CSS_2BL_scaff_8076235,2B,56.91
IWGSC_CSS_2BL_scaff_8076264,2B,56.91
IWGSC_CSS_2BL_scaff_8076480,2B,56.91
IWGSC_CSS_2BL_scaff_8076796,2B,56.91
IWGSC_CSS_2BL_scaff_8077511,2B,56.91
IWGSC_CSS_2BL_scaff_8077579,2B,56.91
IWGSC_CSS_2BL_scaff_8078072,2B,56.91
IWGSC_CSS_2BL_scaff_8078361,2B,56.91
IWGSC_CSS_2BL_scaff_8078626,2B,56.91
IWGSC_CSS_2BL_scaff_8078935,2B,56.91
IWGSC_CSS_2BL_scaff_8079075,2B,56.91
IWGSC_CSS_2BL_scaff_8079227,2B,56.91
IWGSC_CSS_2BL_scaff_8079498,2B,56.91
IWGSC_CSS_2BL_scaff_8079878,2B,56.91
IWGSC_CSS_2BL_scaff_8080144,2B,56.91
IWGSC_CSS_2BL_scaff_8080254,2B,56.91
IWGSC_CSS_2BL_scaff_8080343,2B,56.91
IWGSC_CSS_2BL_scaff_8081134,2B,56.91
IWGSC_CSS_2BL_scaff_8081560,2B,56.91
IWGSC_CSS_2BL_scaff_8081582,2B,56.91
IWGSC_CSS_2BL_scaff_8081660,2B,56.91
IWGSC_CSS_2BL_scaff_8081755,2B,56.91
IWGSC_CSS_2BL_scaff_8081776,2B,56.91
IWGSC_CSS_2BL_scaff_8082060,2B,56.91
IWGSC_CSS_2BL_scaff_8082235,2B,56.91
IWGSC_CSS_2BL_scaff_8082366,2B,56.91
IWGSC_CSS_2BL_scaff_8082458,2B,56.91
IWGSC_CSS_2BL_scaff_8082558,2B,56.91
IWGSC_CSS_2BL_scaff_8082720,2B,56.91
IWGSC_CSS_2BL_scaff_8083089,2B,56.91
IWGSC_CSS_2BL_scaff_8083465,2B,56.91
IWGSC_CSS_2BL_scaff_8083725,2B,56.91
IWGSC_CSS_2BL_scaff_8084721,2B,56.91
IWGSC_CSS_2BL_scaff_8085074,2B,56.91
IWGSC_CSS_2BL_scaff_8085703,2B,56.91
IWGSC_CSS_2BL_scaff_8085797,2B,56.91
IWGSC_CSS_2BL_scaff_8086085,2B,56.91
IWGSC_CSS_2BL_scaff_8086769,2B,56.91
IWGSC_CSS_2BL_scaff_8086879,2B,56.91
IWGSC_CSS_2BL_scaff_8086939,2B,56.91
IWGSC_CSS_2BL_scaff_8087183,2B,56.91
IWGSC_CSS_2BL_scaff_8087297,2B,56.91
IWGSC_CSS_2BL_scaff_8087655,2B,56.91
IWGSC_CSS_2BL_scaff_8088525,2B,56.91
IWGSC_CSS_2BL_scaff_8088853,2B,56.91
IWGSC_CSS_2BL_scaff_8088865,2B,56.91
IWGSC_CSS_2BL_scaff_8088868,2B,56.91
IWGSC_CSS_2BL_scaff_8089061,2B,56.91
IWGSC_CSS_2BL_scaff_8089088,2B,56.91
IWGSC_CSS_2BL_scaff_8089182,2B,56.91
IWGSC_CSS_2BL_scaff_8089514,2B,56.91
IWGSC_CSS_2BL_scaff_8089542,2B,56.91
IWGSC_CSS_2BL_scaff_8090183,2B,56.91
IWGSC_CSS_2BL_scaff_8090242,2B,56.91
IWGSC_CSS_2BL_scaff_8090301,2B,56.91
IWGSC_CSS_2BL_scaff_8090644,2B,56.91
IWGSC_CSS_2BL_scaff_8090678,2B,56.91
IWGSC_CSS_2BL_scaff_8090876,2B,56.91
IWGSC_CSS_2BL_scaff_8090923,2B,56.91
IWGSC_CSS_2BL_scaff_8091307,2B,56.91
IWGSC_CSS_2BL_scaff_8091891,2B,56.91
IWGSC_CSS_2BL_scaff_8092284,2B,56.91
IWGSC_CSS_2BL_scaff_8092410,2B,56.91
IWGSC_CSS_2BL_scaff_8092412,2B,56.91
IWGSC_CSS_2BL_scaff_8092419,2B,56.91
IWGSC_CSS_2BL_scaff_8092575,2B,56.91
IWGSC_CSS_2BL_scaff_8092634,2B,56.91
IWGSC_CSS_2BL_scaff_8093427,2B,56.91
IWGSC_CSS_2BL_scaff_987653,2B,56.91
IWGSC_CSS_2BS_scaff_1010044,2B,56.91
IWGSC_CSS_2BS_scaff_1029689,2B,56.91
IWGSC_CSS_2BS_scaff_1049382,2B,56.91
IWGSC_CSS_2BS_scaff_1075994,2B,56.91
IWGSC_CSS_2BS_scaff_1088315,2B,56.91
IWGSC_CSS_2BS_scaff_1098178,2B,56.91
IWGSC_CSS_2BS_scaff_1108364,2B,56.91
IWGSC_CSS_2BS_scaff_1123799,2B,56.91
IWGSC_CSS_2BS_scaff_1154030,2B,56.91
IWGSC_CSS_2BS_scaff_1163806,2B,56.91
IWGSC_CSS_2BS_scaff_1182039,2B,56.91
IWGSC_CSS_2BS_scaff_1191004,2B,56.91
IWGSC_CSS_2BS_scaff_1287789,2B,56.91
IWGSC_CSS_2BS_scaff_1300871,2B,56.91
IWGSC_CSS_2BS_scaff_14545,2B,56.91
IWGSC_CSS_2BS_scaff_1479264,2B,56.91
IWGSC_CSS_2BS_scaff_1483797,2B,56.91
IWGSC_CSS_2BS_scaff_1484824,2B,56.91
IWGSC_CSS_2BS_scaff_1541740,2B,56.91
IWGSC_CSS_2BS_scaff_1581462,2B,56.91
IWGSC_CSS_2BS_scaff_1657204,2B,56.91
IWGSC_CSS_2BS_scaff_1667306,2B,56.91
IWGSC_CSS_2BS_scaff_1673076,2B,56.91
IWGSC_CSS_2BS_scaff_1690367,2B,56.91
IWGSC_CSS_2BS_scaff_1722048,2B,56.91
IWGSC_CSS_2BS_scaff_1737228,2B,56.91
IWGSC_CSS_2BS_scaff_1739017,2B,56.91
IWGSC_CSS_2BS_scaff_1743714,2B,56.91
IWGSC_CSS_2BS_scaff_1773255,2B,56.91
IWGSC_CSS_2BS_scaff_1794438,2B,56.91
IWGSC_CSS_2BS_scaff_1805363,2B,56.91
IWGSC_CSS_2BS_scaff_1822566,2B,56.91
IWGSC_CSS_2BS_scaff_1825593,2B,56.91
IWGSC_CSS_2BS_scaff_1834623,2B,56.91
IWGSC_CSS_2BS_scaff_1841946,2B,56.91
IWGSC_CSS_2BS_scaff_1848675,2B,56.91
IWGSC_CSS_2BS_scaff_1865890,2B,56.91
IWGSC_CSS_2BS_scaff_1904204,2B,56.91
IWGSC_CSS_2BS_scaff_1919913,2B,56.91
IWGSC_CSS_2BS_scaff_1955203,2B,56.91
IWGSC_CSS_2BS_scaff_1999050,2B,56.91
IWGSC_CSS_2BS_scaff_2031570,2B,56.91
IWGSC_CSS_2BS_scaff_2114211,2B,56.91
IWGSC_CSS_2BS_scaff_2129746,2B,56.91
IWGSC_CSS_2BS_scaff_2251844,2B,56.91
IWGSC_CSS_2BS_scaff_2259556,2B,56.91
IWGSC_CSS_2BS_scaff_2340816,2B,56.91
IWGSC_CSS_2BS_scaff_2346478,2B,56.91
IWGSC_CSS_2BS_scaff_241853,2B,56.91
IWGSC_CSS_2BS_scaff_2511971,2B,56.91
IWGSC_CSS_2BS_scaff_25237,2B,56.91
IWGSC_CSS_2BS_scaff_2551783,2B,56.91
IWGSC_CSS_2BS_scaff_2560604,2B,56.91
IWGSC_CSS_2BS_scaff_2636577,2B,56.91
IWGSC_CSS_2BS_scaff_2675860,2B,56.91
IWGSC_CSS_2BS_scaff_2740983,2B,56.91
IWGSC_CSS_2BS_scaff_2858776,2B,56.91
IWGSC_CSS_2BS_scaff_2903880,2B,56.91
IWGSC_CSS_2BS_scaff_2920310,2B,56.91
IWGSC_CSS_2BS_scaff_3057386,2B,56.91
IWGSC_CSS_2BS_scaff_3062862,2B,56.91
IWGSC_CSS_2BS_scaff_3073096,2B,56.91
IWGSC_CSS_2BS_scaff_3228275,2B,56.91
IWGSC_CSS_2BS_scaff_3278912,2B,56.91
IWGSC_CSS_2BS_scaff_3292317,2B,56.91
IWGSC_CSS_2BS_scaff_3312529,2B,56.91
IWGSC_CSS_2BS_scaff_3382294,2B,56.91
IWGSC_CSS_2BS_scaff_3390490,2B,56.91
IWGSC_CSS_2BS_scaff_3441684,2B,56.91
IWGSC_CSS_2BS_scaff_3449849,2B,56.91
IWGSC_CSS_2BS_scaff_3450662,2B,56.91
IWGSC_CSS_2BS_scaff_3468266,2B,56.91
IWGSC_CSS_2BS_scaff_3489708,2B,56.91
IWGSC_CSS_2BS_scaff_358698,2B,56.91
IWGSC_CSS_2BS_scaff_3592237,2B,56.91
IWGSC_CSS_2BS_scaff_3678027,2B,56.91
IWGSC_CSS_2BS_scaff_3689858,2B,56.91
IWGSC_CSS_2BS_scaff_3704232,2B,56.91
IWGSC_CSS_2BS_scaff_3725111,2B,56.91
IWGSC_CSS_2BS_scaff_3770258,2B,56.91
IWGSC_CSS_2BS_scaff_3830365,2B,56.91
IWGSC_CSS_2BS_scaff_3871056,2B,56.91
IWGSC_CSS_2BS_scaff_3873280,2B,56.91
IWGSC_CSS_2BS_scaff_4015492,2B,56.91
IWGSC_CSS_2BS_scaff_407495,2B,56.91
IWGSC_CSS_2BS_scaff_407634,2B,56.91
IWGSC_CSS_2BS_scaff_4111351,2B,56.91
IWGSC_CSS_2BS_scaff_4156214,2B,56.91
IWGSC_CSS_2BS_scaff_4195703,2B,56.91
IWGSC_CSS_2BS_scaff_4210229,2B,56.91
IWGSC_CSS_2BS_scaff_4283771,2B,56.91
IWGSC_CSS_2BS_scaff_4301172,2B,56.91
IWGSC_CSS_2BS_scaff_4317586,2B,56.91
IWGSC_CSS_2BS_scaff_4320234,2B,56.91
IWGSC_CSS_2BS_scaff_4337916,2B,56.91
IWGSC_CSS_2BS_scaff_4353032,2B,56.91
IWGSC_CSS_2BS_scaff_4381677,2B,56.91
IWGSC_CSS_2BS_scaff_4386447,2B,56.91
IWGSC_CSS_2BS_scaff_4427351,2B,56.91
IWGSC_CSS_2BS_scaff_4430018,2B,56.91
IWGSC_CSS_2BS_scaff_445648,2B,56.91
IWGSC_CSS_2BS_scaff_4465092,2B,56.91
IWGSC_CSS_2BS_scaff_4489441,2B,56.91
IWGSC_CSS_2BS_scaff_4506315,2B,56.91
IWGSC_CSS_2BS_scaff_4511491,2B,56.91
IWGSC_CSS_2BS_scaff_4534756,2B,56.91
IWGSC_CSS_2BS_scaff_4539223,2B,56.91
IWGSC_CSS_2BS_scaff_4550460,2B,56.91
IWGSC_CSS_2BS_scaff_4587752,2B,56.91
IWGSC_CSS_2BS_scaff_4633365,2B,56.91
IWGSC_CSS_2BS_scaff_466086,2B,56.91
IWGSC_CSS_2BS_scaff_4856642,2B,56.91
IWGSC_CSS_2BS_scaff_4889970,2B,56.91
IWGSC_CSS_2BS_scaff_4896142,2B,56.91
IWGSC_CSS_2BS_scaff_4918601,2B,56.91
IWGSC_CSS_2BS_scaff_5104140,2B,56.91
IWGSC_CSS_2BS_scaff_5119248,2B,56.91
IWGSC_CSS_2BS_scaff_5127034,2B,56.91
IWGSC_CSS_2BS_scaff_5127432,2B,56.91
IWGSC_CSS_2BS_scaff_5129770,2B,56.91
IWGSC_CSS_2BS_scaff_5130073,2B,56.91
IWGSC_CSS_2BS_scaff_5133027,2B,56.91
IWGSC_CSS_2BS_scaff_5137760,2B,56.91
IWGSC_CSS_2BS_scaff_5139310,2B,56.91
IWGSC_CSS_2BS_scaff_5144287,2B,56.91
IWGSC_CSS_2BS_scaff_5154835,2B,56.91
IWGSC_CSS_2BS_scaff_5154846,2B,56.91
IWGSC_CSS_2BS_scaff_5154867,2B,56.91
IWGSC_CSS_2BS_scaff_5154905,2B,56.91
IWGSC_CSS_2BS_scaff_5154909,2B,56.91
IWGSC_CSS_2BS_scaff_5154925,2B,56.91
IWGSC_CSS_2BS_scaff_5154926,2B,56.91
IWGSC_CSS_2BS_scaff_5154932,2B,56.91
IWGSC_CSS_2BS_scaff_5154973,2B,56.91
IWGSC_CSS_2BS_scaff_5154998,2B,56.91
IWGSC_CSS_2BS_scaff_5155007,2B,56.91
IWGSC_CSS_2BS_scaff_5155020,2B,56.91
IWGSC_CSS_2BS_scaff_5155030,2B,56.91
IWGSC_CSS_2BS_scaff_5155038,2B,56.91
IWGSC_CSS_2BS_scaff_5155068,2B,56.91
IWGSC_CSS_2BS_scaff_5155110,2B,56.91
IWGSC_CSS_2BS_scaff_5155161,2B,56.91
IWGSC_CSS_2BS_scaff_5155195,2B,56.91
IWGSC_CSS_2BS_scaff_5155210,2B,56.91
IWGSC_CSS_2BS_scaff_5155278,2B,56.91
IWGSC_CSS_2BS_scaff_5155283,2B,56.91
IWGSC_CSS_2BS_scaff_5155291,2B,56.91
IWGSC_CSS_2BS_scaff_5155300,2B,56.91
IWGSC_CSS_2BS_scaff_5155302,2B,56.91
IWGSC_CSS_2BS_scaff_5155312,2B,56.91
IWGSC_CSS_2BS_scaff_5155351,2B,56.91
IWGSC_CSS_2BS_scaff_5155380,2B,56.91
IWGSC_CSS_2BS_scaff_5155391,2B,56.91
IWGSC_CSS_2BS_scaff_5155461,2B,56.91
IWGSC_CSS_2BS_scaff_5155465,2B,56.91
IWGSC_CSS_2BS_scaff_5155510,2B,56.91
IWGSC_CSS_2BS_scaff_5155547,2B,56.91
IWGSC_CSS_2BS_scaff_5155616,2B,56.91
IWGSC_CSS_2BS_scaff_5155623,2B,56.91
IWGSC_CSS_2BS_scaff_5155627,2B,56.91
IWGSC_CSS_2BS_scaff_5155721,2B,56.91
IWGSC_CSS_2BS_scaff_5155762,2B,56.91
IWGSC_CSS_2BS_scaff_5155778,2B,56.91
IWGSC_CSS_2BS_scaff_5155780,2B,56.91
IWGSC_CSS_2BS_scaff_5155816,2B,56.91
IWGSC_CSS_2BS_scaff_5155853,2B,56.91
IWGSC_CSS_2BS_scaff_5155896,2B,56.91
IWGSC_CSS_2BS_scaff_5155912,2B,56.91
IWGSC_CSS_2BS_scaff_5155931,2B,56.91
IWGSC_CSS_2BS_scaff_5155968,2B,56.91
IWGSC_CSS_2BS_scaff_5155975,2B,56.91
IWGSC_CSS_2BS_scaff_5155990,2B,56.91
IWGSC_CSS_2BS_scaff_5156027,2B,56.91
IWGSC_CSS_2BS_scaff_5156052,2B,56.91
IWGSC_CSS_2BS_scaff_5156166,2B,56.91
IWGSC_CSS_2BS_scaff_5156246,2B,56.91
IWGSC_CSS_2BS_scaff_5156291,2B,56.91
IWGSC_CSS_2BS_scaff_5156349,2B,56.91
IWGSC_CSS_2BS_scaff_5156367,2B,56.91
IWGSC_CSS_2BS_scaff_5156433,2B,56.91
IWGSC_CSS_2BS_scaff_5156448,2B,56.91
IWGSC_CSS_2BS_scaff_5156453,2B,56.91
IWGSC_CSS_2BS_scaff_5156486,2B,56.91
IWGSC_CSS_2BS_scaff_5156683,2B,56.91
IWGSC_CSS_2BS_scaff_5156699,2B,56.91
IWGSC_CSS_2BS_scaff_5156753,2B,56.91
IWGSC_CSS_2BS_scaff_5156788,2B,56.91
IWGSC_CSS_2BS_scaff_5156803,2B,56.91
IWGSC_CSS_2BS_scaff_5156872,2B,56.91
IWGSC_CSS_2BS_scaff_5156894,2B,56.91
IWGSC_CSS_2BS_scaff_5156903,2B,56.91
IWGSC_CSS_2BS_scaff_5156916,2B,56.91
IWGSC_CSS_2BS_scaff_5156973,2B,56.91
IWGSC_CSS_2BS_scaff_5157035,2B,56.91
IWGSC_CSS_2BS_scaff_5157075,2B,56.91
IWGSC_CSS_2BS_scaff_5157086,2B,56.91
IWGSC_CSS_2BS_scaff_5157112,2B,56.91
IWGSC_CSS_2BS_scaff_5157137,2B,56.91
IWGSC_CSS_2BS_scaff_5157155,2B,56.91
IWGSC_CSS_2BS_scaff_5157181,2B,56.91
IWGSC_CSS_2BS_scaff_5157188,2B,56.91
IWGSC_CSS_2BS_scaff_5157192,2B,56.91
IWGSC_CSS_2BS_scaff_5157206,2B,56.91
IWGSC_CSS_2BS_scaff_5157259,2B,56.91
IWGSC_CSS_2BS_scaff_5157371,2B,56.91
IWGSC_CSS_2BS_scaff_5157379,2B,56.91
IWGSC_CSS_2BS_scaff_5157406,2B,56.91
IWGSC_CSS_2BS_scaff_5157420,2B,56.91
IWGSC_CSS_2BS_scaff_5157422,2B,56.91
IWGSC_CSS_2BS_scaff_5157429,2B,56.91
IWGSC_CSS_2BS_scaff_5157466,2B,56.91
IWGSC_CSS_2BS_scaff_5157494,2B,56.91
IWGSC_CSS_2BS_scaff_5157516,2B,56.91
IWGSC_CSS_2BS_scaff_5157529,2B,56.91
IWGSC_CSS_2BS_scaff_5157530,2B,56.91
IWGSC_CSS_2BS_scaff_5157533,2B,56.91
IWGSC_CSS_2BS_scaff_5157587,2B,56.91
IWGSC_CSS_2BS_scaff_5157621,2B,56.91
IWGSC_CSS_2BS_scaff_5157629,2B,56.91
IWGSC_CSS_2BS_scaff_5157700,2B,56.91
IWGSC_CSS_2BS_scaff_5157711,2B,56.91
IWGSC_CSS_2BS_scaff_5157743,2B,56.91
IWGSC_CSS_2BS_scaff_5157756,2B,56.91
IWGSC_CSS_2BS_scaff_5157781,2B,56.91
IWGSC_CSS_2BS_scaff_5157786,2B,56.91
IWGSC_CSS_2BS_scaff_5157824,2B,56.91
IWGSC_CSS_2BS_scaff_5157865,2B,56.91
IWGSC_CSS_2BS_scaff_5158107,2B,56.91
IWGSC_CSS_2BS_scaff_5158139,2B,56.91
IWGSC_CSS_2BS_scaff_5158203,2B,56.91
IWGSC_CSS_2BS_scaff_5158209,2B,56.91
IWGSC_CSS_2BS_scaff_5158254,2B,56.91
IWGSC_CSS_2BS_scaff_5158282,2B,56.91
IWGSC_CSS_2BS_scaff_5158297,2B,56.91
IWGSC_CSS_2BS_scaff_5158361,2B,56.91
IWGSC_CSS_2BS_scaff_5158390,2B,56.91
IWGSC_CSS_2BS_scaff_5158449,2B,56.91
IWGSC_CSS_2BS_scaff_5158482,2B,56.91
IWGSC_CSS_2BS_scaff_5158495,2B,56.91
IWGSC_CSS_2BS_scaff_5158616,2B,56.91
IWGSC_CSS_2BS_scaff_5158726,2B,56.91
IWGSC_CSS_2BS_scaff_5158841,2B,56.91
IWGSC_CSS_2BS_scaff_5158859,2B,56.91
IWGSC_CSS_2BS_scaff_5158904,2B,56.91
IWGSC_CSS_2BS_scaff_5158960,2B,56.91
IWGSC_CSS_2BS_scaff_5158987,2B,56.91
IWGSC_CSS_2BS_scaff_5158988,2B,56.91
IWGSC_CSS_2BS_scaff_5159035,2B,56.91
IWGSC_CSS_2BS_scaff_5159037,2B,56.91
IWGSC_CSS_2BS_scaff_5159081,2B,56.91
IWGSC_CSS_2BS_scaff_5159106,2B,56.91
IWGSC_CSS_2BS_scaff_5159123,2B,56.91
IWGSC_CSS_2BS_scaff_5159151,2B,56.91
IWGSC_CSS_2BS_scaff_5159159,2B,56.91
IWGSC_CSS_2BS_scaff_5159169,2B,56.91
IWGSC_CSS_2BS_scaff_5159190,2B,56.91
IWGSC_CSS_2BS_scaff_5159237,2B,56.91
IWGSC_CSS_2BS_scaff_5159241,2B,56.91
IWGSC_CSS_2BS_scaff_5159263,2B,56.91
IWGSC_CSS_2BS_scaff_5159338,2B,56.91
IWGSC_CSS_2BS_scaff_5159343,2B,56.91
IWGSC_CSS_2BS_scaff_5159366,2B,56.91
IWGSC_CSS_2BS_scaff_5159385,2B,56.91
IWGSC_CSS_2BS_scaff_5159420,2B,56.91
IWGSC_CSS_2BS_scaff_5159478,2B,56.91
IWGSC_CSS_2BS_scaff_5159484,2B,56.91
IWGSC_CSS_2BS_scaff_5159495,2B,56.91
IWGSC_CSS_2BS_scaff_5159525,2B,56.91
IWGSC_CSS_2BS_scaff_5159567,2B,56.91
IWGSC_CSS_2BS_scaff_5159573,2B,56.91
IWGSC_CSS_2BS_scaff_5159587,2B,56.91
IWGSC_CSS_2BS_scaff_5159598,2B,56.91
IWGSC_CSS_2BS_scaff_5159634,2B,56.91
IWGSC_CSS_2BS_scaff_5159646,2B,56.91
IWGSC_CSS_2BS_scaff_5159665,2B,56.91
IWGSC_CSS_2BS_scaff_5159711,2B,56.91
IWGSC_CSS_2BS_scaff_5159733,2B,56.91
IWGSC_CSS_2BS_scaff_5159776,2B,56.91
IWGSC_CSS_2BS_scaff_5159780,2B,56.91
IWGSC_CSS_2BS_scaff_5159834,2B,56.91
IWGSC_CSS_2BS_scaff_5159882,2B,56.91
IWGSC_CSS_2BS_scaff_5159928,2B,56.91
IWGSC_CSS_2BS_scaff_5160017,2B,56.91
IWGSC_CSS_2BS_scaff_5160020,2B,56.91
IWGSC_CSS_2BS_scaff_5160023,2B,56.91
IWGSC_CSS_2BS_scaff_5160042,2B,56.91
IWGSC_CSS_2BS_scaff_5160053,2B,56.91
IWGSC_CSS_2BS_scaff_5160199,2B,56.91
IWGSC_CSS_2BS_scaff_5160201,2B,56.91
IWGSC_CSS_2BS_scaff_5160288,2B,56.91
IWGSC_CSS_2BS_scaff_5160365,2B,56.91
IWGSC_CSS_2BS_scaff_5160400,2B,56.91
IWGSC_CSS_2BS_scaff_5160466,2B,56.91
IWGSC_CSS_2BS_scaff_5160483,2B,56.91
IWGSC_CSS_2BS_scaff_5160546,2B,56.91
IWGSC_CSS_2BS_scaff_5160605,2B,56.91
IWGSC_CSS_2BS_scaff_5160661,2B,56.91
IWGSC_CSS_2BS_scaff_5160669,2B,56.91
IWGSC_CSS_2BS_scaff_5160684,2B,56.91
IWGSC_CSS_2BS_scaff_5160768,2B,56.91
IWGSC_CSS_2BS_scaff_5160837,2B,56.91
IWGSC_CSS_2BS_scaff_5160859,2B,56.91
IWGSC_CSS_2BS_scaff_5160886,2B,56.91
IWGSC_CSS_2BS_scaff_5160906,2B,56.91
IWGSC_CSS_2BS_scaff_5160925,2B,56.91
IWGSC_CSS_2BS_scaff_5160928,2B,56.91
IWGSC_CSS_2BS_scaff_5160960,2B,56.91
IWGSC_CSS_2BS_scaff_5160990,2B,56.91
IWGSC_CSS_2BS_scaff_5161079,2B,56.91
IWGSC_CSS_2BS_scaff_5161116,2B,56.91
IWGSC_CSS_2BS_scaff_5161172,2B,56.91
IWGSC_CSS_2BS_scaff_5161174,2B,56.91
IWGSC_CSS_2BS_scaff_5161179,2B,56.91
IWGSC_CSS_2BS_scaff_5161211,2B,56.91
IWGSC_CSS_2BS_scaff_5161281,2B,56.91
IWGSC_CSS_2BS_scaff_5161305,2B,56.91
IWGSC_CSS_2BS_scaff_5161376,2B,56.91
IWGSC_CSS_2BS_scaff_5161414,2B,56.91
IWGSC_CSS_2BS_scaff_5161429,2B,56.91
IWGSC_CSS_2BS_scaff_5161438,2B,56.91
IWGSC_CSS_2BS_scaff_5161459,2B,56.91
IWGSC_CSS_2BS_scaff_5161497,2B,56.91
IWGSC_CSS_2BS_scaff_5161539,2B,56.91
IWGSC_CSS_2BS_scaff_5161575,2B,56.91
IWGSC_CSS_2BS_scaff_5161598,2B,56.91
IWGSC_CSS_2BS_scaff_5161609,2B,56.91
IWGSC_CSS_2BS_scaff_5161667,2B,56.91
IWGSC_CSS_2BS_scaff_5161683,2B,56.91
IWGSC_CSS_2BS_scaff_5161693,2B,56.91
IWGSC_CSS_2BS_scaff_5161718,2B,56.91
IWGSC_CSS_2BS_scaff_5161737,2B,56.91
IWGSC_CSS_2BS_scaff_5161769,2B,56.91
IWGSC_CSS_2BS_scaff_5161930,2B,56.91
IWGSC_CSS_2BS_scaff_5161960,2B,56.91
IWGSC_CSS_2BS_scaff_5161974,2B,56.91
IWGSC_CSS_2BS_scaff_5161977,2B,56.91
IWGSC_CSS_2BS_scaff_5162007,2B,56.91
IWGSC_CSS_2BS_scaff_5162009,2B,56.91
IWGSC_CSS_2BS_scaff_5162054,2B,56.91
IWGSC_CSS_2BS_scaff_5162134,2B,56.91
IWGSC_CSS_2BS_scaff_5162184,2B,56.91
IWGSC_CSS_2BS_scaff_5162226,2B,56.91
IWGSC_CSS_2BS_scaff_5162252,2B,56.91
IWGSC_CSS_2BS_scaff_5162255,2B,56.91
IWGSC_CSS_2BS_scaff_5162321,2B,56.91
IWGSC_CSS_2BS_scaff_5162384,2B,56.91
IWGSC_CSS_2BS_scaff_5162403,2B,56.91
IWGSC_CSS_2BS_scaff_5162424,2B,56.91
IWGSC_CSS_2BS_scaff_5162461,2B,56.91
IWGSC_CSS_2BS_scaff_5162524,2B,56.91
IWGSC_CSS_2BS_scaff_5162537,2B,56.91
IWGSC_CSS_2BS_scaff_5162541,2B,56.91
IWGSC_CSS_2BS_scaff_5162543,2B,56.91
IWGSC_CSS_2BS_scaff_5162566,2B,56.91
IWGSC_CSS_2BS_scaff_5162579,2B,56.91
IWGSC_CSS_2BS_scaff_5162597,2B,56.91
IWGSC_CSS_2BS_scaff_5162608,2B,56.91
IWGSC_CSS_2BS_scaff_5162611,2B,56.91
IWGSC_CSS_2BS_scaff_5162624,2B,56.91
IWGSC_CSS_2BS_scaff_5162653,2B,56.91
IWGSC_CSS_2BS_scaff_5162696,2B,56.91
IWGSC_CSS_2BS_scaff_5162724,2B,56.91
IWGSC_CSS_2BS_scaff_5162766,2B,56.91
IWGSC_CSS_2BS_scaff_5162768,2B,56.91
IWGSC_CSS_2BS_scaff_5162800,2B,56.91
IWGSC_CSS_2BS_scaff_5162836,2B,56.91
IWGSC_CSS_2BS_scaff_5162883,2B,56.91
IWGSC_CSS_2BS_scaff_5162890,2B,56.91
IWGSC_CSS_2BS_scaff_5163082,2B,56.91
IWGSC_CSS_2BS_scaff_5163083,2B,56.91
IWGSC_CSS_2BS_scaff_5163092,2B,56.91
IWGSC_CSS_2BS_scaff_5163116,2B,56.91
IWGSC_CSS_2BS_scaff_5163211,2B,56.91
IWGSC_CSS_2BS_scaff_5163237,2B,56.91
IWGSC_CSS_2BS_scaff_5163247,2B,56.91
IWGSC_CSS_2BS_scaff_5163291,2B,56.91
IWGSC_CSS_2BS_scaff_5163326,2B,56.91
IWGSC_CSS_2BS_scaff_5163339,2B,56.91
IWGSC_CSS_2BS_scaff_5163341,2B,56.91
IWGSC_CSS_2BS_scaff_5163358,2B,56.91
IWGSC_CSS_2BS_scaff_5163371,2B,56.91
IWGSC_CSS_2BS_scaff_5163408,2B,56.91
IWGSC_CSS_2BS_scaff_5163441,2B,56.91
IWGSC_CSS_2BS_scaff_5163463,2B,56.91
IWGSC_CSS_2BS_scaff_5163522,2B,56.91
IWGSC_CSS_2BS_scaff_5163677,2B,56.91
IWGSC_CSS_2BS_scaff_5163736,2B,56.91
